dellignoto, dell'ignoto,
nellAsilo nell'Asilo
dInfanzia, d'Infanzia,
dellarcigno dell'arcigno
nellostilità nell'ostilità
dambasciata d'ambasciata
lavversione l'avversione
senzaltro) senz'altro)
dallinterna dall'interna
limposta; l'imposta;
linferma, l'inferma,
Majuti! M'ajuti!
Majuti M'ajuti
linfermiera l'infermiera
quellesile quell'esile
allaltro… all'altro…
naffliggeva n'affliggeva
linferma l'inferma
glielhai gliel'hai
Gliel Gliel'
dellinfermiera: dell'infermiera:
allinferma; all'inferma;
quellaver quell'aver
lAsilo l'Asilo
dInfanzia d'Infanzia
lerezione l'erezione
uniniezione, un'iniezione,
Ch Ch'
Cha Ch'a
allaccoglienza all'accoglienza
nellincoscienza, nell'incoscienza,
Dallaccoglienza Dall'accoglienza
allAsilo all'Asilo
laprí, l'aprí,
linfermiera. l'infermiera.
linterpretazione l'interpretazione
dellinfermeria dell'infermeria
dargani d'argani
quellinferno quell'inferno
Lasilo L'asilo
Allorrore All'orrore
nellinfermeria nell'infermeria
questordine, quest'ordine,
unambascia un'ambascia
lumidore l'umidore
destranei d'estranei
linfanzia; l'infanzia;
lorto, l'orto,
dallinfamia dall'infamia
senzamore senz'amore
dellabito. dell'abito.
laltra: l'altra:
quellangolo, quell'angolo,
labito! l'abito!
LOMBRELLO L'OMBRELLO
lombrello. l'ombrello.
lombello», l'ombello»,
dimparare d'imparare
Quellammirazione, Quell'ammirazione,
dellavaro, dell'avaro,
sassoggetta, s'assoggetta,
quellammirazione. quell'ammirazione.
dangustie. d'angustie.
quellantipatico quell'antipatico
luno; l'uno;
dinfima d'infima
luna, l'una,
lombrello! l'ombrello!
unocchiatina un'occhiatina
dallanimo dall'animo
Lombrello L'ombrello
laltra… l'altra…
quellombrellaccio quell'ombrellaccio
questombrellaccio quest'ombrellaccio
dellombrello; dell'ombrello;
lacqua! l'acqua!
bellacqua bell'acqua
linverno» l'inverno»
(«linvenno», («l'invenno»,
saccomodava s'accomodava
lagonia l'agonia
quellombrellone quell'ombrellone
«Lombello… «L'ombello…
questora; quest'ora;
taspetto! t'aspetto!
dallesultanza dall'esultanza
sillanguidí s'illanguidí
sabbaruffava s'abbaruffava
dufficiale d'ufficiale
allelefante all'elefante
sarrabbiava; s'arrabbiava;
«ngu». «n'gu».
glielaccostasse gliel'accostasse
mbi…» m'bi…»
naccorgesse; n'accorgesse;
quellanimuccia quell'animuccia
(lavevano (l'avevano
quellesseruccio quell'esseruccio
«Mbi «M'bi
dellAfrica, dell'Africa,
unafa un'afa
Limpeto, L'impeto,
quellannunzio quell'annunzio
lorgoglio, l'orgoglio,
doro» d'oro»
sinsozzassero s'insozzassero
dansia, d'ansia,
senzinviti senz'inviti
dElisabetta d'Elisabetta
dellatto. dell'atto.
nellebbrezza nell'ebbrezza
dellassegno, dell'assegno,
lazzurra l'azzurra
nellaspra nell'aspra
litaliano; l'italiano;
laccappatojo, l'accappatojo,
Lindirizzo L'indirizzo
Je! Je'!
unindiscrezione. un'indiscrezione.
dellimbarazzo dell'imbarazzo
linqualificabile l'inqualificabile
dallamante dall'amante
moltanni molt'anni
dabitazione d'abitazione
sintonava s'intonava
lultimo! l'ultimo!
questincubo quest'incubo
limagine l'imagine
lincapacità l'incapacità
daverle d'averle
lavergli l'avergli
dAnny d'Anny
largine l'argine
lantecedente l'antecedente
Comera? Com'era?
daccomiatarsi d'accomiatarsi
unascensione un'ascensione
senzajuto: senz'ajuto:
Unestranea, Un'estranea,
unintrusa un'intrusa
daffetti, d'affetti,
daceri d'aceri
nappellava n'appellava
questestate, quest'estate,
luscita, l'uscita,
darrivo. d'arrivo.
saffollarono, s'affollarono,
dallansia dall'ansia
laccurata l'accurata
litaliano. l'italiano.
loro! l'oro!
linsenatura l'insenatura
massicurò m'assicurò
dAnny. d'Anny.
lanellino l'anellino
chEgli ch'Egli
todiava. t'odiava.
nellavvenire. nell'avvenire.
mindirizzerei m'indirizzerei
mimpediva m'impediva
allinfuori all'infuori
nellodio, nell'odio,
laprí l'aprí
tantodio tant'odio
nellandartene. nell'andartene.
tantanni! tant'anni!
nellinteresse nell'interesse
duccidere d'uccidere
lidealità l'idealità
unestranea un'estranea
Dellesser Dell'esser
dellaccoglienza dell'accoglienza
quellincontro, quell'incontro,
dallalbergo, dall'albergo,
dAnny; d'Anny;
senzintendere senz'intendere
mascolti! m'ascolti!
dellabito, dell'abito,
tascoltavo, t'ascoltavo,
Lagitazione L'agitazione
quellangosciosa quell'angosciosa
dasma. d'asma.
Dallala Dall'ala
glimproperia, gl'improperia,
dandare, d'andare,
LUCCELLO L'UCCELLO
allerta, all'erta,
allordine. all'ordine.
nelletà nell'età
sinquietò. s'inquietò.
glimportava? gl'importava?
Quellarmadio? Quell'armadio?
duccello d'uccello
QuandAnnibale Quand'Annibale
desclamare, d'esclamare,
quellingrato, quell'ingrato,
dallautunno dall'autunno
dellacciarino dell'acciarino
dAnnibale d'Annibale
quelluccellaccio quell'uccellaccio
dAnnibale. d'Annibale.
quellimprovviso quell'improvviso
quellultimo. quell'ultimo.
nallontanava, n'allontanava,
larmonica l'armonica
sindispettí s'indispettí
Luggia, L'uggia,
limbottitura l'imbottitura
allunica all'unica
dopera» d'opera»
dagiata d'agiata
dusurajo d'usurajo
limmagin l'immagin
glinvolti gl'involti
singrandivano s'ingrandivano
laffanno, l'affanno,
labbajare l'abbajare
quellorologio? quell'orologio?
quellannunzio, quell'annunzio,
dellopera, dell'opera,
lorchestra, l'orchestra,
largomento l'argomento
unaccensione un'accensione
dinsolito d'insolito
nellintrodurre nell'introdurre
savvia…» s'avvia…»
Lamor L'amor
DELLALTRA DELL'ALTRA
dalbergo. d'albergo.
nellarmadio; nell'armadio;
linquilino l'inquilino
dellinquilino. dell'inquilino.
Allufficio, All'ufficio,
laltrui l'altrui
damaro d'amaro
lemozione, l'emozione,
daffumicarsi. d'affumicarsi.
saddensava s'addensava
sinalbasse s'inalbasse
dellinquilino dell'inquilino
dinquietudine d'inquietudine
dignota d'ignota
lamante? l'amante?
unassetata un'assetata
]impressione ]'impressione
dallorlo dall'orlo
dallidea dall'idea
lurto. l'urto.
quellurto quell'urto
Lofferta, L'offerta,
dabominazione, d'abominazione,
daccostarsi, d'accostarsi,
unindecenza! un'indecenza!
nellimbarazzo, nell'imbarazzo,
quellindugio quell'indugio
nandavano. n'andavano.
nelloscurità. nell'oscurità.
sindignavano, s'indignavano,
unineluttabile un'ineluttabile
dellesattoria. dell'esattoria.
lattesa, l'attesa,
Saccorgeva S'accorgeva
daffitto. d'affitto.
dellopportunità, dell'opportunità,
lassillo l'assillo
unautomobile un'automobile
sullanima sull'anima
lopprime, l'opprime,
dacacia d'acacia
limbecillità l'imbecillità
sullarte sull'arte
dellartista dell'artista
lingiustizia, l'ingiustizia,
Questingiustizia Quest'ingiustizia
sagita s'agita
glinviti, gl'inviti,
glienimporta? glien'importa?
glimporta. gl'importa.
nellaltro, nell'altro,
dingresso: d'ingresso:
loffende; l'offende;
dellautomobile dell'automobile
questestate? quest'estate?
lintelligenza. l'intelligenza.
marrabbio m'arrabbio
quellanimale. quell'animale.
unoncia un'oncia
lumanità! l'umanità!
lintelligenza l'intelligenza
nha? n'ha?
dellintelligenza dell'intelligenza
loscena l'oscena
bellaria bell'aria
dellumanità dell'umanità
lalchermes l'alchermes
dimmolazione. d'immolazione.
laccoratojo l'accoratojo
dacquistarlo d'acquistarlo
dellimmolazione. dell'immolazione.
lintelligenza, l'intelligenza,
questombra quest'ombra
savverte s'avverte
danfora, d'anfora,
darguto d'arguto
dottone. d'ottone.
Nellattesa Nell'attesa
dallultima dall'ultima
sannunziava s'annunziava
NellAfrica, Nell'Africa,
nellincertezza. nell'incertezza.
sesprimeva s'esprimeva
nientaffatto? nient'affatto?
allinsú… all'insú…
dallesserci dall'esserci
danno. d'anno.
sincide, s'incide,
senzavere senz'avere
sassommino s'assommino
laspettavano. l'aspettavano.
daspettarne d'aspettarne
daspettarlo. d'aspettarlo.
questansia quest'ansia
allillusione all'illusione
questillusione quest'illusione
quellillusione quell'illusione
allimmaginazione, all'immaginazione,
sinazzurrerebbero s'inazzurrerebbero
davvoltoj, d'avvoltoj,
quattrocentanni quattrocent'anni
destate; d'estate;
lombrellone l'ombrellone
quattrocentanni, quattrocent'anni,
dautomobili d'automobili
dajuto. d'ajuto.
nelleterne nell'eterne
dinsegna d'insegna
daccettarli d'accettarli
landare l'andare
daddio, d'addio,
allanima, all'anima,
unora… un'ora…
sanimò s'animò
dalleccitazione dall'eccitazione
allimprovvisa all'improvvisa
simpadroní s'impadroní
dalloggi dall'oggi
daccanirsi d'accanirsi
sarrabbiava, s'arrabbiava,
duscirsene, d'uscirsene,
lalloggio? l'alloggio?
quellampia quell'ampia
dabeti d'abeti
dospitare d'ospitare
unorecchia: un'orecchia:
comebbri, com'ebbri,
sintende). s'intende).
sallegrano s'allegrano
salleggerisce; s'alleggerisce;
sinazzurrano; s'inazzurrano;
allaperto… all'aperto…
dellavvenire dell'avvenire
dellufficio! dell'ufficio!
uninsofferenza… un'insofferenza…
glienavesse glien'avesse
lonore… l'onore…
lebbrezza, l'ebbrezza,
tantera tant'era
allinvidia all'invidia
soffrirono s'offrirono
saprono s'aprono
quellamica quell'amica
sottaltra sott'altra
dajuto, d'ajuto,
quellaggressione; quell'aggressione;
loffre? l'offre?
loffre! l'offre!
loffrirò… l'offrirò…
Loffrirò… L'offrirò…
Loffro L'offro
lallusione l'allusione
dimpallidire d'impallidire
sacuiva s'acuiva
quellinnocente quell'innocente
Senzaccorgersene. Senz'accorgersene.
destro d'estro
dellirrimediabilità dell'irrimediabilità
dallocco d'allocco
questombra, quest'ombra,
lingombro l'ingombro
Laria… L'aria…
nelleternità; nell'eternità;
delluniverso… dell'universo…
allocchiello. all'occhiello.
dellentrata, dell'entrata,
belleffetto, bell'effetto,
sintroduce. s'introduce.
sintende); s'intende);
quellorgoglio quell'orgoglio
saccostava, s'accostava,
quellirritazione, quell'irritazione,
questimbarazzo, quest'imbarazzo,
simbrogliava s'imbrogliava
tabbandoni t'abbandoni
Taccendi T'accendi
Sinfervorava S'infervorava
dellonestà dell'onestà
lossessione l'ossessione
dellinsincerità. dell'insincerità.
saccendono, s'accendono,
quellimbarazzo, quell'imbarazzo,
questimbarazzo quest'imbarazzo
dellignominia dell'ignominia
Unira Un'ira
glintimò gl'intimò
allassurda, all'assurda,
quelluomo… quell'uomo…
nellassoluto nell'assoluto
dellamico: dell'amico:
Linnocenza L'innocenza
dellapologo dell'apologo
sarrestassero s'arrestassero
danimale. d'animale.
dellazzurra dell'azzurra
deglinsetti degl'insetti
dazzurro. d'azzurro.
dovella dov'ella
allaffanno all'affanno
dabbassar d'abbassar
dinsetto, d'insetto,
Nellampia Nell'ampia
(Serano (S'erano
dintime d'intime
dellaffanno dell'affanno
dassistenza d'assistenza
sinfranse s'infranse
dapoplessia? d'apoplessia?
Quellesile Quell'esile
Cera? C'era?
saccomodi. s'accomodi.
mintrodusse m'introdusse
soffende s'offende
nellalzar nell'alzar
dimpaccio, d'impaccio,
dovio dov'io
sallontanano s'allontanano
marrischiai m'arrischiai
unammenda, un'ammenda,
questesilio quest'esilio
nellignoranza nell'ignoranza
cimmaginavamo c'immaginavamo
naccorgevamo, n'accorgevamo,
lasprezza l'asprezza
lallegro l'allegro
mispirava m'ispirava
cero, c'ero,
moffendeva m'offendeva
quandavevo quand'avevo
settanni. sett'anni.
mavvelenarono m'avvelenarono
quell«assoluto» quell'«assoluto»
dellassoluto; dell'assoluto;
lineffabile l'ineffabile
lassoluto, l'assoluto,
quellassoluto quell'assoluto
mavvenne m'avvenne
sintravedevano s'intravedevano
lassoluto. l'assoluto.
nessunaltezza. nessun'altezza.
sinserisca s'inserisca
quellerrore quell'errore
daggrapparsi d'aggrapparsi
dellorchestrina dell'orchestrina
dindegno d'indegno
mappressai m'appressai
lorchestrina l'orchestrina
malzai m'alzai
dellorchestrina, dell'orchestrina,
doffenderla, d'offenderla,
luso… l'uso…
luso? l'uso?
Allimprovvisa All'improvvisa
daccenderlo d'accenderlo
saccenda s'accenda
saccese; s'accese;
«lassoluto». «l'assoluto».
mabbia m'abbia
quellequilibrio quell'equilibrio
cheravamo ch'eravamo
moffenda m'offenda
dellalberguccio dell'alberguccio
mebbi, m'ebbi,
quellombra. quell'ombra.
sinchinasse s'inchinasse
Labituccio L'abituccio
questaltra? quest'altra?
lafferrava l'afferrava
dallevarlo d'allevarlo
dassettarglieli d'assettarglieli
quandancora quand'ancora
labito; l'abito;
dadorazione d'adorazione
dincertezza d'incertezza
dabito d'abito
damiche, d'amiche,
dansia d'ansia
Ventotto… Vent'otto…
Lappiccicatura, L'appiccicatura,
belleffetto: bell'effetto:
ventotto vent'otto
lagiatezza, l'agiatezza,
allinebriante all'inebriante
lallontanamento l'allontanamento
quellallontanamento quell'allontanamento
Vaspetto, V'aspetto,
limpazienza, l'impazienza,
lesasperazione l'esasperazione
laspettato l'aspettato
Vaspetto V'aspetto
darte; d'arte;
unestranea, un'estranea,
chio, ch'io,
dellanulare dell'anulare
lunghietta l'unghietta
lunghiona l'unghiona
dintorpidirsi d'intorpidirsi
tuttinteri tutt'interi
nellabbandono, nell'abbandono,
sallungavano s'allungavano
lafferrarsi l'afferrarsi
locchio, l'occhio,
anchessi; anch'essi;
destrarlo d'estrarlo
Talaltra Tal'altra
Lindice L'indice
tuttassorto tutt'assorto
quantodio quant'odio
allaccertamento, all'accertamento,
quellaspetto quell'aspetto
sallargavano s'allargavano
lispidume l'ispidume
nelludire nell'udire
sindugiavano s'indugiavano
darmarsi d'armarsi
Lànsito L'ànsito
desitazione, d'esitazione,
nellincomoda nell'incomoda
dafrezza d'afrezza
chemanava ch'emanava
questattimo, quest'attimo,
Quandho Quand'ho
macchiapperebbero, m'acchiapperebbero,
lonore, l'onore,
massedia m'assedia
dallesempio dall'esempio
mopprime m'opprime
moccupava, m'occupava,
datti, d'atti,
daspetti, d'aspetti,
naccorgessi, n'accorgessi,
allarrivo, all'arrivo,
datroce d'atroce
mapparvero m'apparvero
mattendeva m'attendeva
mavviai m'avviai
mappariva, m'appariva,
lassistenza, l'assistenza,
mimportava m'importava
dellesercizio dell'esercizio
saffannano s'affannano
tavviluppano t'avviluppano
saccorga s'accorga
davvocato, d'avvocato,
dannientare d'annientare
NELLALBERGO NELL'ALBERGO
Lalbergo, L'albergo,
dautomobile. d'automobile.
duno) d'uno)
dalloggiare d'alloggiare
unimpazienza un'impazienza
dellalbergo. dell'albergo.
lOceano… l'Oceano…
lOceano, l'Oceano,
dallalba dall'alba
dellascensore, dell'ascensore,
glindica gl'indica
dellamericano, dell'americano,
dallAmerica… dall'America…
dalveare, d'alveare,
lalbergo. l'albergo.
sintravede s'intravede
Nellalbergo Nell'albergo
